node	descendants	informative_sites
338426	USA/CA-CDC-LC0031885/2021|MW913529.1|21-03-16,USA/PA-CDC-STM-000022369/2021|MW808161.1|21-02-22	1594,2110,3177,4504,5907,11288,11291,11296,14120,16853,19390,23638,25904,26491,26492,26497,28095,4965,8956,10193,10195,21768,21770,27743
338468	Italy/CAM-TIGEM-IZSM-COLLI-10905/2021|EPI_ISL_2029491|2021-04-09,Italy/CAM-TIGEM-IZSM-COLLI-8384/2021|EPI_ISL_1633064|2021-02-23,Italy/CAM-TIGEM-5164/2021|EPI_ISL_1287554|2021-03-14,Italy/CAM-TIGEM-11377/2021|EPI_ISL_2020647|2021-01-14,Italy/CAM-TIGEM-5141/2021|EPI_ISL_1287532|2021-03-14,Italy/CAM-TIGEM-IZSM-COLLI-10756/2021|EPI_ISL_2029363|2021-04-14,Italy/CAM-TIGEM-IZSM-COLLI-12164/2021|EPI_ISL_2144036|2021-04-21,Italy/CAM-INTPas_C20/2021|EPI_ISL_1497612|2021-03-23,Italy/CAM-TIGEM-5135/2021|EPI_ISL_1287528|2021-03-14,Italy/CAM-TIGEM-IZSM-COLLI-8883/2021|EPI_ISL_1673388|2021-04-02	913,1059,2110,5388,5986,10323,11291,11296,14120,16176,16943,19390,21801,22813,23248,23271,23604,23664,23709,24914,25563,26456,27972,28048,28095,28111,28254,28280,28281,28282
338471	Italy/CAM-TIGEM-5684/2021|EPI_ISL_1307939|2021-03-05	913,1059,2110,5388,5986,10323,11291,11296,14120,16176,16943,19390,21801,22813,23248,23271,23604,23664,23709,24914,25563,26456,27972,28048,28095,28111,28254,28280,28281,28282,337,398,7984,13665,21770,22591,25797,27382,27383,27384,28085
338591	USA/PA-CDC-QDX23396094/2021|MW930083.1|21-03-27,USA/MD-HP03507/2021|EPI_ISL_1402820|2021-03-16,USA/PA-CDC-QDX23486264/2021|MW929987.1|21-04-01,USA/VA-DCLS-4494/2021|MZ165921.1|2021-04,USA/CA-CDC-FG-018010/2021|MW933954.1|21-04-05,USA/VA-CDC-LC0036884/2021|MZ001359.1|2021-03-25,USA/VA-DCLS-4248/2021|MW898256.1|21-03,USA/NJ-CDC-LC0057077/2021|MZ252462.1|2021-05-07,USA/VA-DCLS-4670/2021|MZ166227.1|21-04,USA/PA-CDC-QDX23760234/2021|MZ030512.1|2021-04-09	313,913,2110,3267,6706,6954,9565,13297,14120,14676,15279,15438,19390,19524,21234,22541,23271,24506,28095,28111,28280,28281,28282,28977,29524,5986,21255,22227,29645,5388,10323,16176,21801,23604,23664,23709,24914,27972,28048,6101,7201,9867,16500,20262,21846,22320,25968
338636	USA/MA-MASPHL-03093/2021|MW972362.1|2021-03-31,USA/PA-CDC-ASC210044943/2021|MZ075647.1|2021-04-03,USA/PA-CDC-QDX23320199/2021|MW906428.1|21-03-23	913,5986,6954,9565,13297,14120,14408,14676,15279,16176,16393,17508,19390,21643,22541,23063,23271,23403,27382,27383,27384,27972,28048,28280,28281,28282,28881,28882,28883,28977,1722,2110,3177,9979,18029,28095,11296,15096,28904,29543,29693,5041,11291,18647,21766,21770
338640	USA/PA-CDC-STM-000067007/2021|MZ237855.1|2021-04-30,USA/FL-CDC-STM-000068940/2021|MZ279466.1|2021-05-02,USA/FL-BPHL-3106/2021|EPI_ISL_2277860|2021-05-03,USA/FL-CDC-ASC210059879/2021|MZ280714.1|2021-05-05,USA/AL-CDC-ASC210058716/2021|MZ238418.1|2021-05-03	913,5986,6954,9565,13297,14120,14408,14676,15279,16176,16393,17508,19390,21643,22541,23063,23271,23403,27382,27383,27384,27972,28048,28280,28281,28282,28881,28882,28883,28977,1722,2110,3177,9979,18029,28095,11296,15096,28904,29543,29693,5041,11291,18647,21766,21770
338697	USA/VA-CDC-LC0061020/2021|EPI_ISL_2306151|2021-05-11	313,913,2110,3267,6706,6954,9565,13297,14120,14676,15279,15438,19390,19524,21234,22541,23271,24506,28095,28111,28280,28281,28282,28977,29524,5986,21255,22227,29645,5388,10323,16176,21801,23604,23664,23709,24914,27972,28048,6101,7201,9867,16500,20262,21846,22320,25968
338698	USA/VA-CDC-LC0054048/2021|MZ180005.1|21-04-29	2110,3267,5986,6286,6954,9565,9693,13297,14120,14676,19390,21255,22227,22346,22541,23063,23271,23709,26801,28881,28882,28883,28932
338701	USA/MA-MASPHL-02934/2021|MW972244.1|21-03-29,USA/MA-MASPHL-02973/2021|MW972281.1|21-03-30,USA/MA-MASPHL-02858/2021|MW908186.1|21-03-30	1643,2110,8320,9565,13297,14120,18315,19151,19390,22541,28095,28245,28251,28254,9836,12070,15096,26449,14148
338755	USA/VA-CDC-LC0036932/2021|MZ001312.1|2021-03-25,USA/VA-CDC-ASC210051587/2021|MZ085141.1|2021-04-07,USA/VA-CDC-LC0034274/2021|MW914159.1|21-03-12,USA/NC-CDC-2-4242078/2021|MZ082816.1|2021-04-16,USA/PA-CDC-ASC210046317/2021|MW990457.1|21-04-04,USA/VA-DCLS-4099/2021|MZ165955.1|2021-03,USA/MA-CDC-LC0037259/2021|MZ001446.1|2021-03-24,USA/FL-CDC-ASC210014733/2021|MW992978.1|2021-03-22,USA/VA-CDC-LC0029242/2021|MW908827.1|21-03-09,USA/OH-CDC-QDX24042419/2021|MZ131455.1|21-04-16	669,2110,3177,8320,9300,9565,11296,11750,13297,14120,14805,19390,21767,22054,22541,27389,28095,28245,28251,28254,2270,12076,21770,14148
338759	USA/VA-CDC-LC0060989/2021|EPI_ISL_2305966|2021-05-09	1643,2110,8320,9565,13297,14120,18315,19151,19390,22541,28095,28245,28251,28254,9836,12070,15096,26449,14148,669,3177,9300,11296,11750,14805,21767,22054,27389,2270,12076,21770
338967	USA/MD-MDH-0891/2021|MW626336.1|21-02-05	1643,2110,2782,4456,8365,10776,14120,19390,21595,23673,28242,28245,28251,28254,4206
338968	USA/MD-MDH-1137/2021|MW704428.1|21-02-21,USA/MD-MDH-1137/2021|EPI_ISL_1167271|2021-02-21	1643,2110,2782,4456,8365,10776,14120,19390,21595,23673,28242,28245,28251,28254,4206
339006	USA/MD-IGS-012105204170A/2021|EPI_ISL_1292884|2021-02-21,USA/MD-MDH-1359/2021|MW781870.1|21-03-10,USA/MD-IGS-012106306103A/2021|EPI_ISL_1400900|2021-03-04,USA/MD-IGS-012105509456A/2021|EPI_ISL_1444824|2021-02-24,USA/MD-IGS-012107008205A/2021|EPI_ISL_1608602|2021-03-11,USA/MD-MDH-1393/2021|MW809063.1|21-03-15,USA/MD-IGS-012106404408A/2021|EPI_ISL_1500259|2021-03-05,USA/MD-IGS-012103908325A/2021|EPI_ISL_1348132|2021-02-08,USA/MD-IGS-012105204296A/2021|EPI_ISL_1348211|2021-02-21	884,913,2110,2782,3117,3267,4456,5388,5986,6954,10369,14120,14676,15279,16176,16733,19390,21958,23063,23271,23604,23709,24506,24904,24914,25477,27972,28048,28111,28280,28281,28282,28977
339017	USA/MD-MDH-1537/2021|MW873995.1|21-03-23,USA/MD-MDH-1439/2021|MW817265.1|21-03-17,USA/MD-IGS-052107200332A/2021|EPI_ISL_1500330|2021-03-13,USA/MD-IGS-012108804565A/2021|EPI_ISL_1696357|2021-03-29,USA/MD-IGS-012109106774A/2021|EPI_ISL_1696432|2021-04-01,USA/DC-DFS-PHL-0443/2021|EPI_ISL_1819280|2021-04-10,USA/MD-IGS-012110406381A/2021|EPI_ISL_2102337|2021-04-14,USA/MD-MDH-1623/2021|MW907374.1|21-03-24,USA/MD-IGS-012108309257A/2021|EPI_ISL_1706199|2021-03-24,USA/MD-IGS-2106166826/2021|EPI_ISL_1608739|2021-03-18	2110,2782,4456,9391,12084,14120,19390,28855,28856,28857
339019	USA/MD-CDC-ASC210030850/2021|MZ284813.1|2021-04-22,USA/MD-IGS-012110406397A/2021|EPI_ISL_2102336|2021-04-14,USA/MD-IGS-052107600187A/2021|EPI_ISL_1608722|2021-03-17,USA/MD-IGS-012110604510A/2021|EPI_ISL_2102368|2021-04-16,USA/MD-IGS-012108501821A/2021|EPI_ISL_1805058|2021-03-26	2110,2782,4456,9391,12084,14120,19390,28855,28856,28857
339033	USA/PA-CDC-QDX22761494/2021|MW864609.1|21-03-07,USA/VA-DCLS-4271/2021|MW898275.1|21-03,USA/MD-MDH-1539/2021|MW873997.1|21-03-23,USA/VA-CDC-LC0041636/2021|MZ037132.1|2021-03-31,USA/VA-CDC-LC0060803/2021|EPI_ISL_2306216|2021-05-11,USA/PA-CDC-QDX23760236/2021|MZ030251.1|2021-04-09,USA/PA-CDC-QDX23849358/2021|MZ065065.1|21-04-11,USA/VA-CAV_VAS3N_00001052_01/2021|EPI_ISL_1856892|2021-04,USA/PA-CDC-QDX23613733/2021|MW989006.1|21-04-03,USA/VA-CDC-LC0061694/2021|EPI_ISL_2306775|2021-05-12	2483,16393,16733,23683,23731,24904,27972,28048,28095,28111,28280,28281,28282,28467
339061	USA/MD-CDC-STM-000036658/2021|MW907320.1|21-03-16,USA/KS-CDC-QDX23760285/2021|MZ030023.1|2021-04-09,USA/MD-MDH-2033/2021|MZ062205.1|21-04-15,USA/MD-HP03702/2021|EPI_ISL_1468535|2021-03-31,USA/DE-DHSS-B1078369/2021|EPI_ISL_1909012|2021-04-05,USA/NY-PRL-2021_03_29_03M13/2021|EPI_ISL_1471281|2021-03-26,USA/MD-CDC-LC0041557/2021|MZ037244.1|2021-04-01,USA/MD-IGS-012109905803A/2021|EPI_ISL_1967576|2021-04-09,USA/MD-IGS-012109106697A/2021|EPI_ISL_1696427|2021-04-01,USA/MD-CDC-STM-000044223/2021|EPI_ISL_1581834|2021-03-26	2782,4113,4456,11312,14120,14676,15279,16176,16500,16733,19390,20262,21846,22320,23012,23063,23271,23604,23664,23709,24506,24904,24914,25517,25563,27925,27972,28048,28095,28111,28280,28281,28282,28869,28881,28882,28883,28975,28977
339071	USA/SC-CDC-LC0035668/2021|MZ000036.1|2021-03-23	1887,2110,2272,2782,3177,3874,4113,4456,11312,14120,16616,16733,19390,22094,24904,26527,27513,27879,28095,28131,28132,28134,6336,10253,11291,21766,21767,22471,4300,6806,11296,12070,15096
339072	USA/NY-PRL-2021_0416_00G12/2021|EPI_ISL_1634298|2021-04-14,USA/NY-PRL-2021_0415_00F08/2021|EPI_ISL_1633990|2021-04-13	2110,2272,2782,4113,4300,4456,6806,11291,11296,11312,12070,14120,15096,16616,16733,19390,22094,24904,26527,28131,28132,28134,1887,3177,3874,27513,27879,28095,6336,10253,21766,21767,22471
339104	USA/PA-CDC-STM-000043633/2021|EPI_ISL_1581139|2021-03-24,USA/PA-CDC-ASC210034691/2021|MZ184532.1|2021-04-22,USA/DE-CDC-ASC210025426/2021|MZ023599.1|21-03-29,USA/PA-CDC-LC0042001/2021|MZ037732.1|2021-04-01,USA/PA-CDC-STM-000062008/2021|MZ164243.1|21-04-22,USA/VA_NIDDL_45624/2021|MZ099939.1|21-03-29,USA/PA-CDC-LC0038625/2021|MZ002577.1|2021-03-29,USA/PA-CDC-STM-000058731/2021|MZ132282.1|21-04-18,USA/DE-CDC-ASC210048285/2021|MZ075554.1|2021-04-06,USA/NJ-CDC-IBX124110397554/2021|MZ010916.1|21-03-31	2110,2782,4456,11312,14120,16733,19390,21302,21304,21305,23518,24904,28095
339110	USA/NJ-CDC-ASC210032133/2021|MZ214874.1|2021-04-24,USA/DE-DHSS-B1078342/2021|EPI_ISL_1908999|2021-04-07	2110,2782,4456,11312,14120,16733,19390,21302,21304,21305,23518,24904,28095
339228	USA/GA-CDC-STM-000008273/2021|MW633946.1|21-01-09,USA/NJ-CDC-QDX23892663/2021|MZ073555.1|2021-04-10,USA/KS-KHEL-0628/2021|EPI_ISL_1338613|2021-03-19,USA/MI-CDC-ASC210059655/2021|MZ280561.1|2021-05-06,USA/MD-IGS-122108301152A/2021|EPI_ISL_1805201|2021-03-24,Germany/BE-RKI-I-044908/2021|EPI_ISL_1352331|2021-03-11,USA/CA-CDC-21613696/2021|MW720716.1|21-01-31,USA/MI-CDC-ASC210070646/2021|MZ212712.1|2021-04-14,Germany/BE-ChVir-LB-210219-4437/2021|EPI_ISL_1989541|2021-02-11,USA/TN-CDC-ASC210040569/2021|MW991336.1|21-04-01	2706,6166,11291,11296,21294,21295,21296,21621,21770,27382,27383,27384
339403	Germany/un-RKI-I-074196/2021|EPI_ISL_1640534|2021-04-03,Germany/un-RKI-I-070884/2021|EPI_ISL_1574963|2021-03-31	8016,17565,25456,28109,28881,28882,28883,23236,26307
339598	Germany/RP-USAFSAM-S0745/2021|EPI_ISL_1091613|2021-02-04,Germany/RP-USAFSAM-S0755/2021|EPI_ISL_1091618|2021-02-01,Germany/RP-USAFSAM-S1032/2021|EPI_ISL_1261677|2021-02-09,Germany/RP-USAFSAM-S1034/2021|EPI_ISL_1261678|2021-02-09,Germany/RP-USAFSAM-S1025/2021|EPI_ISL_1261673|2021-02-09	7042,7984,10195,11291,11296,19390,22530,28075,29782,29783,29786
339731	Switzerland/SO-ETHZ-521217/2020|EPI_ISL_1407622|2021-03-04,Switzerland/BS-ETHZ-550854/2020|EPI_ISL_1598054|2021-03-19,Switzerland/LU-ETHZ-530950/2021|EPI_ISL_1760954|2021-03-05,Switzerland/SZ-ETHZ-600847/2021|EPI_ISL_2019380|2021-04-28,Switzerland/SO-ETHZ-510897/2020|OU000475.1|2021-02-25,Switzerland/AG-ETHZ-580200/2021|EPI_ISL_1749886|2021-04-10,Switzerland/AG-ETHZ-580201/2021|EPI_ISL_1749861|2021-04-10,Switzerland/SO-ETHZ-550262/2020|EPI_ISL_1598416|2021-03-24,Switzerland/LU-ETHZ-530951/2020|EPI_ISL_1360942|2021-03-05,Switzerland/SO-ETHZ-510918/2020|OU000469.1|2021-02-25	913,2110,2695,3267,4092,6954,7984,14120,15279,16176,18252,19390,27745,28111,28280,28281,28282,28881,28882,28883,28977
339734	Switzerland/BL-ETHZ-601025/2021|EPI_ISL_2307621|2021-04-29,Switzerland/BL-UHB-42782561/2021|EPI_ISL_1833636|2021-04-08,Switzerland/NE-ETHZ-610396/2021|EPI_ISL_2152147|2021-05-03,Switzerland/SO-UHB-42765261/2021|OU039616.1|2021-03-26,Switzerland/BL-ETHZ-581553/2021|EPI_ISL_1750400|2021-04-14,Switzerland/BL-ETHZ-581109/2021|EPI_ISL_1750405|2021-04-15,Switzerland/BS-ETHZ-610290/2021|EPI_ISL_2212443|2021-05-02,Switzerland/SO-ETHZ-610468/2021|EPI_ISL_2152165|2021-05-03,Switzerland/SO-UHB-65284642/2021|EPI_ISL_1748450|2021-03-26,Switzerland/BL-ETHZ-600206/2021|EPI_ISL_2017144|2021-04-24	913,1218,2110,2695,3267,4092,5388,5986,6954,7984,14120,14676,15279,16176,18252,19390,23063,23271,23604,24506,24914,27745,27972,28048,28095,28111,28281,28846,28881,28882,28883,28887,28977,4457,5907,12312,15187,15324,27576
339744	Switzerland/BL-ETHZ-590537/2021|EPI_ISL_1913952|2021-04-20,Switzerland/BS-ETHZ-581054/2021|EPI_ISL_1750418|2021-04-15	2110,2695,4092,7984,14120,15096,18153,18252,19390,21304,21305,27745,11886,12070
339745	Switzerland/ZH-ETHZ-600800/2021|EPI_ISL_2019547|2021-04-28	2110,2695,4092,7984,14120,15096,18153,18252,19390,21304,21305,27745,11886,12070
339752	Switzerland/BS-UHB-42717433/2021|EPI_ISL_1914605|2021-02-28,Switzerland/BS-UHB-42717547/2021|EPI_ISL_1914606|2021-02-28,Switzerland/BS-UHB-65280674/2021|EPI_ISL_1914608|2021-02-28	913,1218,2110,2695,3267,4092,5388,5986,6954,7984,14120,14676,15279,16176,18252,19390,23063,23271,23604,24506,24914,27745,27972,28048,28095,28111,28281,28846,28881,28882,28883,28887,28977,4457,5907,12312,15187,15324,27576
339835	USA/NC-CDC-STM-000042935/2021|EPI_ISL_1575709|2021-03-24	1643,2110,6318,6730,7984,8389,14120,14125,14338,19390,20233,22328,25587,27880,27881,27882,27883,28245,28251,28254,28737
340283	USA/MI-CDC-ASC210053338/2021|MZ086752.1|2021-04-08,USA/OH-UHTL-204/2021|MW776744.1|21-03-10,USA/OH-UHTL-245/2021|MW804733.1|21-03-17,USA/OH-CDC-QDX23678123/2021|MZ015125.1|21-04-06,USA/OH-CDC-ASC210041547/2021|MZ083823.1|2021-04-01,USA/OH-CDC-ASC210050863/2021|MZ085655.1|2021-04-07,USA/OH-CDC-QDX24476680/2021|MZ225948.1|21-04-26,USA/OH-PLMI-HNY75-00698/2021|EPI_ISL_1540922|2021-03,USA/OH-CDC-QDX24520417/2021|MZ270391.1|2021-04-30,USA/OH-PLMI-HNY75-00670/2021|EPI_ISL_1540909|2021-03	2110,3267,5388,7984,8016,14120,15279,16176,17565,19390,24506,28048,28095,28109,28881,28882,28883,28280,28281,28282,7042,10195,11291,11296,28075,25456
340286	USA/OH-PLMI-HNY75-00727/2021|EPI_ISL_1540934|2021-03,USA/OH-UHTL-235/2021|MW804723.1|21-03-15	2110,3267,5388,7984,8016,14120,15279,16176,17565,19390,24506,28048,28095,28109,28881,28882,28883,28280,28281,28282,7042,10195,11291,11296,28075,25456
340421	Switzerland/GE-33217735/2021|FR991778.1|21-02-09,USA/MI-MDHHS-SC27375/2021|EPI_ISL_1906380|2021-03-27,GHA/nmimr-SARS-CoV-2-NTRA-15362/2020|MW598431.1|20-12-27,USA/MI-MDHHS-SC27378/2021|EPI_ISL_1906384|2021-03-27,Switzerland/GE-33166635/2021|FR991623.1|21-02-03	2098,6401,11296,16431,18175,21766,21768,21770,21993,22282,22484,28095
340694	USA/TX-DSHS-5046/2021|MW897362.1|21-03-19	2110,3092,3177,6166,7984,11296,14120,19390,21530,21534,21535,21536,28095,7042,11291,967,11461
340703	USA/TX-CDC-ASC210026791/2021|MZ022258.1|21-03-29	967,2110,3177,6166,7984,11296,11461,14120,19390,21530,21534,21535,21536,28095,7042,11291,7926,9502,14213,27074
340704	USA/WA-UW-2021041207117/2021|MZ240140.1|2021-04-12	967,2110,3177,6166,7984,11296,11461,14120,19390,21530,21534,21535,21536,28095,7042,11291,7926,9502,14213,27074,3092,21766,21770,15810,28271,2098,2817,6401,8881,16293,16431,17339,18175,21768,21993,22282,22484,28748,29000,29367
340705	USA/WA-UW-2021040907964/2021|MZ240042.1|2021-04-09,USA/WA-S6356/2021|EPI_ISL_1822841|2021-04-05	2110,3092,3177,6166,7984,11296,14120,19390,21530,21534,21535,21536,28095,7042,11291,967,11461
340767	USA/TX-HMH-MCoV-32538/2021|EPI_ISL_2191172|2021-03-13,USA/TX-HMH-MCoV-41388/2021|EPI_ISL_2222953|2021-04-16,Mexico/CMX-InDRE_FD45086_S1508/2021|EPI_ISL_1805486|2021-04-06,Mexico/NLE-InDRE_F11681_S1199/2021|EPI_ISL_1626806|2021-03-09	2098,6166,6401,11296,16431,18175,21766,21768,21770,21993,22282,22484,28095,29367
340814	USA/MI-CDC-STM-000029642/2021|MW864749.1|21-03-04,USA/MI-CDC-QDX23132369/2021|MW905470.1|21-03-18,USA/MI-MDHHS-SC27472/2021|EPI_ISL_1906543|2021-03-24	2110,7984,11291,11296,14120,19390,21294,21295,21296,28095,7042,2706,6166,21621,21770,27382,27383,27384
340944	Germany/BE-RKI-I-041272/2021|EPI_ISL_1348449|2021-03-11,Germany/BE-RKI-I-041255/2021|EPI_ISL_1348432|2021-03-11,Germany/NW-RKI-I-083142/2021|EPI_ISL_1720725|2021-04-13,Luxembourg/LNS1991861/2021|EPI_ISL_1916928|2021-04-16,Germany/BB-RKI-I-033884/2021|EPI_ISL_1218197|2021-03-01,Luxembourg/LNS7661443/2021|EPI_ISL_1916577|2021-04-22,Germany/BE-RKI-I-059248/2021|EPI_ISL_1563899|2021-03-16,Germany/BE-ChVir-LB-210319-7403/2021|EPI_ISL_1986475|2021-03-14,Germany/BE-RKI-I-044909/2021|EPI_ISL_1352332|2021-02-26,Germany/BE-RKI-I-045618/2021|EPI_ISL_1353042|2021-02-28	2110,3267,5388,7984,14120,15279,16176,19390,23236,24506,26307,28048,28095,28881,28882,28883,913,1059,6954,14676,23063,23271,24914,25563,28280,28281,28282,5944,11288,11291,11296,15096,7042,10195,28075,17762,21770,25456
341058	Germany/HE-RKI-I-157782/2021|EPI_ISL_2268182|2021-04-15,Germany/HH-RKI-I-081514/2021|EPI_ISL_1646254|2021-03-26	2110,3267,5388,7984,14120,15279,16176,19390,23236,24506,26307,28048,28095,28881,28882,28883,913,1059,6954,14676,23063,23271,24914,25563,28280,28281,28282,5944,11288,11291,11296,15096,7042,10195,28075,17762,21770,25456
341127	Germany/SN-RKI-I-124922/2021|EPI_ISL_2109767|2021-04-19,Germany/BE-RKI-I-062120/2021|EPI_ISL_1567546|2021-03-26,Germany/BE-RKI-I-125167/2021|EPI_ISL_2109986|2021-04-21	1772,3096,7732,12226,21766,21770,28095,28980
341158	USA/WA-CDC-LC0059386/2021|MZ254429.1|2021-05-07,USA/WA-UW-2021040825683/2021|MZ231717.1|2021-04-08,USA/WA-UW-2021040816475/2021|EPI_ISL_1680401|2021-04-08,USA/WA-UW-2021040897386/2021|EPI_ISL_1715614|2021-04-08	2110,3177,7926,7984,9502,14120,14213,19390,21530,21534,21535,21536,21766,21770,27074,28095,967,6166,11296,11461
341159	USA/WA-PHL-000586/2021|EPI_ISL_1897413|2021-04-23,USA/WA-UW-2021040907480/2021|EPI_ISL_1680438|2021-04-09,USA/WA-UW-2021041057515/2021|MZ233153.1|2021-04-10,USA/WA-UW-2021041548233/2021|MZ240583.1|2021-04-15,USA/WA-UW-21041613438/2021|MZ232850.1|2021-04-16,USA/WA-PHL-000655/2021|EPI_ISL_2096068|2021-05-03	967,6166,7926,9502,11296,11461,14213,21530,21534,21535,21536,27074
341161	USA/WA-UW-21041428032/2021|MZ239376.1|2021-04-14,USA/hCoV-19_USA_WA-UW-202104220115_2021_swift/2021|MZ045698.1|21-04-13	967,6166,7926,9502,11296,11461,14213,21530,21534,21535,21536,27074,2110,3177,7984,14120,19390,21766,21770,28095
341166	USA/WA-UW-2021040898579/2021|EPI_ISL_1715510|2021-04-08,USA/WA-UW-2021041639788/2021|MZ240668.1|2021-04-16,USA/WA-CDC-UW21050468398/2021|MZ257640.1|2021-05-04,USA/WA-CDC-UW21050467322/2021|MZ257599.1|2021-05-04,USA/WA-CDC-UW21050373812/2021|MZ257711.1|2021-05-03,USA/WA-UW-2021033000033/2021|MZ238297.1|2021-03-30,USA/WA-UW-21050432732/2021|EPI_ISL_2299301|2021-05-04,USA/WA-UW-2021040800665/2021|EPI_ISL_1715545|2021-04-08,USA/WA-UW-2021040806858/2021|EPI_ISL_1715491|2021-04-08,USA/WA-UW-21050446391/2021|EPI_ISL_2299499|2021-05-04	967,6166,7926,11296,11461,15810,21530,21534,21535,21536,21766,21770,28271,2098,2817,6401,8881,16293,16431,17339,18175,21768,21993,22282,22484,28748,29000,29367
341167	USA/WA-UW-2021041001977/2021|MZ240057.1|2021-04-10,USA/WA-UW-21041926959/2021|MZ232701.1|2021-04-19,USA/WA-UW-21041509545/2021|MZ239417.1|2021-04-15,USA/WA-UW-21050383743/2021|MZ278572.1|2021-05-03	967,6166,7926,11296,11461,15810,21530,21534,21535,21536,21766,21770,28271,2098,2817,6401,8881,16293,16431,17339,18175,21768,21993,22282,22484,28748,29000,29367
341196	USA/WA-CDC-UW21050422813/2021|MZ257664.1|2021-05-04,USA/WA-UW-2021040738476/2021|EPI_ISL_1680333|2021-04-07,USA/TX-CDC-ASC210036699/2021|MZ238875.1|2021-04-29,USA/OK-CDC-4106832-001/2021|MZ164539.1|21-04-19,USA/CA-CDC-ASC210062229/2021|MZ245152.1|2021-05-10,USA/WA-CDC-UW21042622773/2021|MZ152973.1|21-04-26,USA/CA-CDC-FG-033065/2021|MZ222751.1|2021-05-10,USA/MN-CDC-LC0044711/2021|MZ069480.1|2021-04-12,USA/TX-CDC-ASC210036700/2021|MZ238876.1|2021-04-29,USA/CA-CDC-QDX24236377/2021|MZ161276.1|21-04-22	2110,4809,5023,6568,7764,7984,8658,8739,9529,10396,13517,14120,17615,19390,20962,21663,21664,21665,26730,28095,29614,6166,21766
341197	USA/WA-UW-21042115910/2021|MZ171860.1|21-04-21,USA/WA-UW-2021041381286/2021|EPI_ISL_1715488|2021-04-13	2110,4809,5023,6568,7764,7984,8658,8739,9529,10396,13517,14120,17615,19390,20962,21663,21664,21665,26730,28095,29614,6166,21766
341220	USA/FL-CDC-ASC210056570/2021|MZ023913.1|21-04-12	1063,2110,6404,7984,9996,11288,11291,11750,12970,14120,16948,19390,21727,21767,21992,21993,28274,28275,28281
341441	USA/WA-CDC-LC0013206/2021|MW721570.1|21-02-02,USA/WA-UW-68875/2021|EPI_ISL_1601478|2021-03-30,USA/WA-UW-62772/2021|EPI_ISL_1366172|2021-02-04,USA/WA-UW-68871/2021|EPI_ISL_1601472|2021-03-30,USA/WA-UW-68542/2021|MZ232328.1|2021-03-22,USA/WA-UW-68435/2021|MZ231996.1|2021-03-22,USA/WA-UW-AG10073193/2021|EPI_ISL_902969|2021-01-21,USA/WA-AG-10073193/2021|EPI_ISL_1159701|2020-03-02	2098,4288,6401,7984,11296,21766,21768,21770,21993,28095,29367,6166
341455	USA/WA-UW-21041796541/2021|MZ232996.1|2021-04-17,USA/WA-UW-2021041541555/2021|MZ240550.1|2021-04-15	967,2098,2817,6166,6401,8881,11296,11461,16293,16431,17339,18175,21530,21534,21535,21536,21766,21768,21770,21993,22282,22484,28748,29000,29367,7926,15810,28271
341456	USA/WA-UW-21042359015/2021|MZ171721.1|21-04-23,USA/WA-UW-2021040709339/2021|MZ240098.1|2021-04-07,USA/WA-UW-21050359668/2021|EPI_ISL_2300690|2021-05-03	2098,2817,6401,7926,8881,15810,16293,16431,17339,18175,21530,21534,21535,21536,21768,21993,22282,22484,28271,28748,29000,29367,967,6166,11296,11461,21766,21770
341471	USA/WA-S6066/2021|EPI_ISL_1711434|2021-03-22,USA/WA-UW-66093/2021|EPI_ISL_1405174|2021-03-03,USA/WA-UW-66229/2021|EPI_ISL_1405255|2021-03-06,USA/WA-S6049/2021|EPI_ISL_1711479|2021-03-16,USA/WA-S5750/2021|MW932000.1|21-03-09,USA/WA-S5748/2021|MW931998.1|21-03-09	2098,6401,7984,11296,16431,18175,21766,21768,21770,21993,22282,22484,28095,4288,6166
341656	Italy/FVG-IGA-64026144/2021|EPI_ISL_1544078|2021-03-06	2110,3411,6968,7984,11291,11296,14120,17002,17056,18947,19390,20379,28095,28111
341693	USA/MS-CDC-ASC210054130/2021|MZ210322.1|2021-04-09,USA/MS-CDC-ASC210062212/2021|MZ245136.1|2021-05-11	376,1929,2110,4353,4844,7364,7984,11288,11291,11296,11750,14120,15030,15096,19390,19684,21766,21767,21768,21770,21992,21993,22573,23996,25456,25785,28095,28274,28275
342215	USA/OR-KCL-21012562COV_07/2021|EPI_ISL_1233438|2021-01-25,USA/WA-AG-10093571/2021|EPI_ISL_1159707|2020-03-02,USA/WA-UW-58810/2021|EPI_ISL_1526911|2021-01-23,USA/WA-AG-10093589/2021|EPI_ISL_1159708|2020-03-02,USA/OR-KCL-21012585COV_06/2021|EPI_ISL_1233868|2021-01-25,USA/OR-KCL-21012879COV_19/2021|EPI_ISL_1233871|2021-01-28,USA/OR-CDC-2-3881126/2021|EPI_ISL_1169490|2021-02-01,USA/OR-TRACE-YAMH-021521-483/2021|EPI_ISL_1897273|2021-03-15,USA/OR-OHSU-PHL00034/2021|EPI_ISL_1055378|2021-02-06,USA/OR-KCL-21012790COV_09/2021|EPI_ISL_1233870|2021-01-27	1772,2110,3177,7984,12226,14120,19390,21766,21770,28095,28980,3096,7732
